2017-08-26T17:14:22.972000,0,peijiqiu,-6,1.05,-2.77,0,0,Idle
2017-08-26T17:14:22.972000,0,dslwz2008,-6,1.05,-3.77,180,0,Idle
2017-08-26T17:14:22.972000,0,overwatch,3,1.05,-2.86,1.803317,359.313019,Idle
2017-08-26T17:14:23.272000,1,peijiqiu,-6,1.05,-2.77,0,0,Idle
2017-08-26T17:14:23.272000,1,dslwz2008,-6,1.05,-3.77,180,0,Idle
2017-08-26T17:14:23.272000,1,overwatch,3,1.05,-2.86,2.098385,359.200623,Idle
2017-08-26T17:14:23.272000,1,zangyuan123,6,1.05,-1.95,0,0,Idle
2017-08-26T17:14:23.572000,2,peijiqiu,-6,1.05,-2.77,0.240687,0.00382,Idle
2017-08-26T17:14:23.572000,2,dslwz2008,-6,1.05,-3.77,180,0,Idle
2017-08-26T17:14:23.572000,2,overwatch,3,1.05,-2.86,15.376925,348.139893,Idle
2017-08-26T17:14:23.572000,2,connie,-8.47,1.05,1.55,0,0,Idle
2017-08-26T17:14:23.872000,3,dslwz2008,-6,1.05,-3.77,179.744888,359.896057,Idle
2017-08-26T17:14:23.872000,3,overwatch,3,1.05,-2.86,30.03088,347.669525,Idle
2017-08-26T17:14:23.872000,3,peijiqiu,-6,1.05,-2.77,346.718475,357.895203,Idle
2017-08-26T17:14:23.872000,3,weiyi9,-8.47,1.05,2.55,0,0,Idle
2017-08-26T17:14:23.872000,3,zangyuan123,6,1.05,-1.95,18.064983,353.81189,Idle
2017-08-26T17:14:23.872000,3,connie,-8.47,1.05,1.55,0,0,Idle
2017-08-26T17:14:24.172000,4,peijiqiu,-6,1.05,-2.77,14.49832,355.635345,Idle
2017-08-26T17:14:24.172000,4,dslwz2008,-6,1.05,-3.77,152.164032,347.233673,Idle
2017-08-26T17:14:24.172000,4,overwatch,3,1.05,-2.86,32.488319,348.835205,Idle
2017-08-26T17:14:24.172000,4,zangyuan123,6,1.05,-1.95,18.09339,353.802246,Idle
2017-08-26T17:14:24.172000,4,connie,-8.47,1.05,1.55,0,0,Idle
2017-08-26T17:14:24.472000,5,peijiqiu,-6,1.05,-2.77,30.085123,355.019775,Idle
2017-08-26T17:14:24.472000,5,dslwz2008,-6,1.05,-3.77,139.876709,336.89859,Idle
2017-08-26T17:14:24.472000,5,overwatch,3,1.05,-2.86,73.674644,351.526917,Idle
2017-08-26T17:14:24.472000,5,zangyuan123,6,1.05,-1.95,18.099997,353.799988,Idle
