2017-08-26T17:26:53.795000,0,dslwz2008,-8.47,1.05,2.55,0,0,Idle
2017-08-26T17:26:53.795000,0,overwatch,3,1.05,-2.86,0,0,Idle
2017-08-26T17:26:53.795000,0,andrew,-3.11,1.05,-1.81,359.810974,0.044732,Idle
2017-08-26T17:26:53.795000,0,peijiqiu,-6,1.05,-2.77,359.822876,8.820065,Idle
2017-08-26T17:26:53.795000,0,weiyi9,-8.47,1.05,2.55,0,0,Idle
2017-08-26T17:26:53.795000,0,zangyuan123,6,1.05,-1.95,0,0,Idle
2017-08-26T17:26:54.095000,1,peijiqiu,-6,1.05,-2.77,359.779999,8.18238,Idle
2017-08-26T17:26:54.095000,1,weiyi9,-8.47,1.05,2.55,0,0,Idle
2017-08-26T17:26:54.095000,1,overwatch,3,1.05,-2.86,0,0,Idle
2017-08-26T17:26:54.095000,1,andrew,-3.11,1.05,-1.81,357.534515,1.135954,Idle
2017-08-26T17:26:54.095000,1,dslwz2008,-8.47,1.05,2.55,0,0,Idle
2017-08-26T17:26:54.395000,2,dslwz2008,-8.47,1.05,2.55,0,0,Idle
2017-08-26T17:26:54.395000,2,overwatch,3,1.05,-2.86,347.461823,11.608932,Idle
2017-08-26T17:26:54.395000,2,andrew,-3.11,1.05,-1.81,332.171814,1.6422,Idle
2017-08-26T17:26:54.395000,2,wudonghaha,-8.47,1.05,2.55,0,0,Idle
2017-08-26T17:26:54.395000,2,peijiqiu,-6,1.05,-2.77,353.666321,22.908298,Idle
2017-08-26T17:26:54.395000,2,weiyi9,-8.47,1.05,2.55,359.44577,359.92746,Idle
2017-08-26T17:26:54.395000,2,zangyuan123,6,1.05,-1.95,7.548377,339.12735,Idle
2017-08-26T17:26:54.395000,2,connie,-8.47,1.05,2.55,0,0,Idle
2017-08-26T17:26:54.695000,3,dslwz2008,-8.47,1.05,2.55,0,0,Idle
2017-08-26T17:26:54.695000,3,overwatch,3,1.05,-2.86,315.332977,14.382519,Idle
2017-08-26T17:26:54.695000,3,andrew,-3.11,1.05,-1.81,313.87677,1.426231,Idle
2017-08-26T17:26:54.695000,3,peijiqiu,-6,1.05,-2.77,10.484282,17.912714,Idle
2017-08-26T17:26:54.695000,3,qiulijun2006,-3.11,1.05,-2.81,0,0,Idle
2017-08-26T17:26:54.695000,3,weiyi9,-8.47,1.05,2.55,6.894017,1.399617,Idle
2017-08-26T17:26:54.695000,3,zangyuan123,6,1.05,-1.95,16.988283,315.018982,Idle
2017-08-26T17:26:54.695000,3,connie,-8.47,1.05,2.55,355.598389,352.858765,Idle
2017-08-26T17:26:54.995000,4,dslwz2008,-8.47,1.05,2.55,0,0,Idle
2017-08-26T17:26:54.995000,4,overwatch,3,1.05,-2.86,289.069916,4.518001,Idle
2017-08-26T17:26:54.995000,4,andrew,-3.11,1.05,-1.81,315.72348,358.305695,Idle
2017-08-26T17:26:54.995000,4,wudonghaha,-8.47,1.05,2.55,0,0,Idle
2017-08-26T17:26:54.995000,4,peijiqiu,-6,1.05,-2.77,23.350941,15.360645,Idle
2017-08-26T17:26:54.995000,4,qiulijun2006,-3.11,1.05,-2.81,0,0,Idle
2017-08-26T17:26:54.995000,4,weiyi9,-8.47,1.05,2.55,2.856888,359.524414,Idle
2017-08-26T17:26:54.995000,4,zangyuan123,6,1.05,-1.95,16.055441,318.59613,Idle
2017-08-26T17:26:54.995000,4,connie,-8.47,1.05,2.55,355.500061,352.700073,Idle
2017-08-26T17:26:55.295000,5,peijiqiu,-6,1.05,-2.77,49.891983,14.901939,Idle
2017-08-26T17:26:55.295000,5,overwatch,3,1.05,-2.86,289.000366,4.400671,Idle
2017-08-26T17:26:55.295000,5,dslwz2008,-8.47,1.05,2.55,0,0,Idle
2017-08-26T17:26:55.295000,5,andrew,-3.11,1.05,-1.81,352.37796,354.315338,Idle
2017-08-26T17:26:55.295000,5,wudonghaha,-8.47,1.05,2.55,0,0,Idle
2017-08-26T17:26:55.295000,5,qiulijun2006,-3.11,1.05,-2.81,0,0,Idle
2017-08-26T17:26:55.295000,5,weiyi9,-8.47,1.05,2.55,10.66952,1.997866,Idle
2017-08-26T17:26:55.295000,5,connie,-8.47,1.05,2.55,355.5,352.700012,Idle
2017-08-26T17:26:55.595000,6,dslwz2008,-8.47,1.05,2.55,0,0,Idle
2017-08-26T17:26:55.595000,6,overwatch,3,1.05,-2.86,289,4.400013,Idle
2017-08-26T17:26:55.595000,6,andrew,-3.11,1.05,-1.81,342.996307,356.396301,Idle
2017-08-26T17:26:55.595000,6,wudonghaha,-8.47,1.05,2.55,0,0,Idle
2017-08-26T17:26:55.595000,6,qiulijun2006,-3.11,1.05,-2.81,1.320489,348.383881,Idle
2017-08-26T17:26:55.595000,6,weiyi9,-8.47,1.05,2.55,20.606256,359.603516,Idle
2017-08-26T17:26:55.595000,6,zangyuan123,6,1.05,-1.95,27.418592,29.033291,Idle
2017-08-26T17:26:55.595000,6,connie,-8.47,1.05,2.55,356.251343,351.835815,Idle
2017-08-26T17:26:55.595000,6,peijiqiu,-6,1.05,-2.77,63.295158,16.089582,Idle
2017-08-26T17:26:55.895000,7,dslwz2008,-8.47,1.05,2.55,0,0,Idle
